,country,description,designation,points,price,province,region_1,region_2,variety,winery
6597,US,Richly defined sprinklings of cinnamon and black pepper give this wine an Asian-spice character that's appealing on the nose. From there it develops a rustic leathery texture around resolved oak that builds power and tannin content on the finish.,Wickersham Ranch Estate,86,20.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Noble Tree
6598,Italy,"This blend of 70% Sangiovese, 10% Merlot, 10% Cabernet Franc and 10% Petit Verdot offers faint aromas of menthol, underbrush and a whiff of blue flowers. The menthol note carries over to the palate, along with a hint of anise, but the fruit is completely dried up, leaving an abrupt, astringent finish.",Le Buche,86,24.0,Tuscany,Toscana,,Red Blend,Olivi
6599,Italy,"A blend of Sangiovese and Syrah, this opens with aromas of toasted oak, roasted coffee beans, wood-driven spice and a whiff of barnyard. The palate shows dried black fruit, black pepper and a gamy note. The bracing tannins are still tightly wound but it's shy on freshness and fruit richness so drink sooner rather than later.",Casone,86,30.0,Tuscany,Toscana,,Red Blend,Poggio al Casone
6600,US,"Misceo is a GSM blend, vinified in a mix of new, once-filled and neutral barrels. The woody flavors and aromas dominate, with hints of sandalwood, cocoa and dust around tart blue fruits.",Misceo Red,88,35.0,Oregon,Rogue Valley,Southern Oregon,G-S-M,Folin Cellars
6601,US,"This is a light, crisp white from a tremendous vineyard source. A mix of cucumber and white peach at the heart of this wine makes it seem lighter than it is. Oaky caramel vanilla closes out the finish.",Catie's Corner,88,32.0,California,Russian River Valley,Sonoma,Viognier,Foundry
6602,Germany,"While delicate and demure, this light-bodied Pinot Noir rosé revitalizes the palate with a crush of mineral intensity. Whispers of blossom and strawberry peek through a moderately long finish.",Schwarzer Adler,88,25.0,Baden,,,Rosé,Franz Keller
6603,Italy,"Aromas of rose, violet, sour cherry and baking spice make a promising initial impression but the palate is on the lean side offering raw red berry, clove, sage and a hint of tobacco. Grainy tannins leave an astringent finish. Let the tannins soften up for another few years and then drink to capture the remaining fruit.",San Giovanni,88,,Piedmont,Barolo,,Nebbiolo,Gianfranco Alessandria
6604,France,"An intense, mineral-driven wine, this is tight and very textured. Its dryness is mitigated by hints of riper mango and apricot that fill out the palate. The structure and the tense acidity show this wine is still young. Drink from 2017.",Les Baronnes,88,23.0,Loire Valley,Sancerre,,Sauvignon Blanc,Henri Bourgeois
6605,US,"The spritz you see in the glass translates into a tongue-tickling experience in the mouth. Fresh flavors of orange, grapefruit and pineapple are supported with moderate acidity. This is not a sparkling wine, but you'll want to drink this while it retains that refreshing hint of fizz.",,88,15.0,Oregon,Umpqua Valley,Southern Oregon,Müller-Thurgau,Henry Estate
6606,Portugal,This is a full and spicy wine that is rich with black plum and berry flavors. The wood comes through strongly with its cedar and pepper character. The contrast with fresher acidity gives this wine its balance. Drink now.,Mariana,88,15.0,Alentejano,,,Portuguese Red,Herdade do Rocim
6607,France,"Crisp and fresh, this has an attractive tight texture that contrasts with the red berry fruits and lively acidity. It's a real apéritif style of wine, light and fruity.",Brut Rosé,88,65.0,Champagne,Champagne,,Champagne Blend,Jean Milan
6608,US,"This has a well-aged aroma plus tangy raspberry and cranberry flavors. It offers good balance between flavor, crispness and firm tannins. Most of all, it conveys a personality that mirrors this grape variety's Italian roots. It's dry, medium bodied and slightly astringent in texture.",,88,32.0,California,Sierra Foothills,Sierra Foothills,Sangiovese,La Folia Winery
6609,France,"Pale orange-pink in color, this is a crisp, tight and mineral-textured wine. It is fresh in the bottle, with red currant and grapefruit flavors. This fruity bottling could be held until mid-2016 to fill out the texture.",Rosé Royal Brut,88,38.0,Champagne,Champagne,,Champagne Blend,Lété-Vautrain
6610,US,"From 100% estate-grown fruit, this 100% varietal wine is dusty and dark with elements of pencil shavings, cedar and cassis. With that herbal and earthy intensity giving it defined character, it remains medium bodied and textured on the palate, with a saltiness to the finish.",Wulff Vineyards,88,80.0,California,Atlas Peak,Napa,Cabernet Sauvignon,Lobo
6611,France,"With a touch of wood aging, this ripe and creamy wine has a light edge of toast. Crisp with lemon and ripe with apricots, it has a fresh character that is filled out and given richness with a touch of honey at the end. Drink from 2016.",Vignes du Domaine,88,35.0,Burgundy,Mercurey,,Chardonnay,Louis Max
6612,US,"This Pinot does not shy away from some sharp, slightly bitter herbal flavors, but keeps them in balance against a core of tart cranberry fruit. It's well made and solid, with medium-long persistence.",Five Blocks Wren and Temperance Hill,88,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lumos
6613,Italy,"Straightforward and savory, this easygoing red offers aromas of wild berry, violet and a whiff of dark kitchen spice. The vibrant palate offers juicy black cherry, licorice and ground pepper set in a frame of racy acidity.",,88,22.0,Piedmont,Barbera d'Alba,,Barbera,Manzone
6614,US,"Well integrated in terms of barrel use (listed as 60% used French oak and 40% new), this features a robust exuberance of fruit, from Asian pear to Meyer lemon. Spicy with a touch of nutmeg and ginger, it hones a fine line of minerality throughout.",,88,25.0,California,Oak Knoll District,Napa,Chardonnay,Materra Cunat Family Vineyards
6615,Germany,"This honeyed spicy Spätlese seems straightforward in fruit, but its racy, nerve-tingling energy is electrifying. Fresh apple and pears are revitalized by streaks of lemon, lime and grapefruit that linger through a moderately long finish.",Erdener Treppchen Spätlese,88,19.0,Mosel,,,Riesling,Max Ferd. Richter
6616,US,"Sourced from old-vine Wädenswil clones, this effort carries the new Elkton AVA designation. Pretty raspberry and strawberry fruit is set in lightly toasty tannins. This is a lovely everyday Pinot Noir with some density.",Bradley Vineyard,88,23.0,Oregon,Elkton Oregon,Southern Oregon,Pinot Noir,Monte Ferro
6617,US,"Cherry-vanilla surrounds a flank of big oak, while classic notes of baked strawberry also come into play. A brawny, full-bodied expression of the variety, given 6% Mourvèdre and 6% Syrah, it has good bones and acidity lurking beneath the power.",Estate Grown,88,34.0,California,Dry Creek Valley,Sonoma,Grenache,Mounts
6618,US,"Lush aromas of black cherry, vanilla, kola nut and blackberry fudge pack lots of action into this bottling. The palate confirms the complexity, with blueberry and black cherry backed by pipe tobacco, dried marjoram and a pencil lead-driven structure.",,88,9.0,California,Paso Robles,Central Coast,Meritage,Outlander
6619,US,"This wine is a blend of De Ponte, Schindler and Kalita fruit, smooth and supple, though falling a bit flat in terms of mouthfeel. Leafy herbal components come up soonest, followed with sweet barrel notes, from 15 months in half new French oak.",Reserve,88,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Panther Creek
6620,US,"A dusty, cigar-smoke character on the nose of this blend of 52% Syrah and 48% Cabernet Sauvignon spices up aromas of strawberry fruit and rotting roses. The palate combines complex cranberry fruits with Kalamata olive, thyme and pencil lead.",Bilancio,88,40.0,California,Monterey,Central Coast,Syrah-Cabernet Sauvignon,Pianetta
6621,Portugal,"This is a delicious refreshing wine with great acidity coupled with ripe white and yellow fruits. The richness is cut by minerality, fragrant acidity and lemon curd. It is still young and will be better from 2016.",,88,21.0,Vinho Verde,,,Alvarinho,Quinta de Soalheiro
6622,Portugal,"This is a rich, very rich wine that is packed with tropical fruits, generous apricot and peach flavors and spice. It is full in the mouth, showing some pepper from the alcohol that spoils the otherwise fruity character. The aftertaste does introduce some freshness.",,88,24.0,Lisboa,,,Antão Vaz,Quinta do Pinto
6623,US,"Tight and tart, this entry-level bottling marries sharp fruit flavors of raspberry and cherry to a high-acid foundation. It's fruit-forward, perfect to gulp down with a favorite sandwich or football food.",Gravel Road,88,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Roco
6624,US,"Pretty in pink and orange hues, this stainless-steel-fermented charmer has a candied orange flavor that's delicious, followed by fresh, crisp strawberry and tangerine-laced acidity. Medium bodied, it ends with a burst of peach.",Rosé of,88,25.0,California,Sonoma County,Sonoma,Pinot Noir,Rodney Strong
6625,US,"About 30% was aged in new French oak, the rest in neutral wood. A bit closed, it offers tight, tart rhubarb and cherry fruit, with a fading wash of milk chocolate. It's a lighter style in a lighter vintage, but nicely balanced and drinking well.",,88,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Trinity Vineyards
6626,Italy,"Aromas of plum, pressed violet, toasted oak and a whiff of exotic spice lead the nose. The palate offers dried black cherry, raisin, licorice, espresso and black pepper alongside fine-grained tannins.",Croere,88,35.0,Piedmont,Barbera d'Alba Superiore,,Barbera,Vite Colte
6627,US,"This full-bodied wine has an elegant bouquet that invites, before pomegranate, plum and orange peel figure in on the palate. Powerful on the finish, it features hints of coconut and vanilla around the leathery texture.",,88,22.0,California,Carneros,Napa-Sonoma,Pinot Noir,Waterstone
6628,Germany,"Lime zest and freshly cut grass lend a particularly invigorating cool to this dry, delicate Riesling. It's brashly mineral on the palate, finishing tightly with a bracing shower of acidity.",Hummerthal Niersteiner Paterberg Trocken,88,24.0,Rheinhessen,,,Riesling,Weingut Georg Albrecht Schneider
6629,US,"Plush, showy aromas of candied apples, caramelized pears, condensed honeysuckle, yellow peach, quinine and cinnamon spice show on the nose of this wine. The palate takes a sour turn, with lemon peels, pear skins and a touch of chamomile.",,88,,California,Arroyo Seco,Central Coast,Chardonnay,White Hart Wine
6630,France,"By rights, the Herrenweg vineyard in Turckheim should be a Grand Cru. Certainly in the hands of Zind-Humbrecht it behaves like one. This is a powerful, rich and totally spicy wine. It has weight and pepper in abundance, a complex wine that's full of ripe fruits and an opulent aftertaste. Drink from 2017.",Herrenweg de Turckheim,94,55.0,Alsace,Alsace,,Gewürztraminer,Domaine Zind-Humbrecht
6631,US,"This aptly expresses the characteristics of wines from the McMinnville AVA. A steely, peppery, gun-metal streak runs up and down the spine, with tight, compact blue and black fruits, ripping acidity, firm tannins and a light suggestion of root beer. It's all in place in a wine that seems destined for a life of two decades or longer.",Gestalt Block,94,55.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Brittan Vineyards
6632,US,"The Legacy estate reserve sources the original mid-1970s vines. It's a delicate, high-wire act, balanced on a bed of rose petals. From the floral aromatics into flavors of red currant and black cherry, it takes you on a well-modulated joyride. Veins of anise, cola and clay add complexity, as the details expand into a lingering finish. Drink 2015–2030.",Winderlea Legacy,94,75.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winderlea
6633,New Zealand,"At almost two-thirds Cabernet Sauvignon, this is a dark, intense, cassis-laden wine. It's full-bodied and richly textured, with obvious cellaring potential of at least 7 or 8 years. Dark chocolate and gentle coffee notes creep in on the midpalate, while the long, mouthwatering finish features layers of soft tannins.",The Patriarch Premium Red Wine,93,60.0,Hawke's Bay,,,Bordeaux-style Red Blend,Babich
6634,New Zealand,"The 2011 Mate's Vineyard appears to have more focus and drive than the Hunting Hill, but fewer curves. Toasted nuts garnish pineapple and tangerine fruit, while the finish is long, tight and richly textured. This should be long-lived by New Zealand Chardonnay standards; drink now–2022.",Maté's Vineyard,93,51.0,Kumeu,,,Chardonnay,Kumeu River
6635,New Zealand,"In 2012, my favorite of the Kumeu River Chardonnays is the medium- to full-bodied, creamy-textured offering from Hunting Hill. Think streusel-topped citrus, but dry, with a long, harmonious finish.",Hunting Hill,93,49.0,Kumeu,,,Chardonnay,Kumeu River
6636,US,"From a low-yielding vineyard full of galets, or stones, comes an excellent and dark wine, with aromas of cherry pie in a mint-speckled crust along with graphite and blueberry. The palate is a swirl of cola, rooibos tea and blackberry juice, with sharper eucalyptus notes coming through on the finish.",Les Galets Single Vineyard,93,60.0,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Laetitia
6637,France,"The Wiebelsberg Grand Cru is in Andlau in the north of Alsace. Its terroir, influenced by rocks from the Vosges mountains, gives a strong minerality to this wine. It has structure, a dry heart surrounded by ripe, generous fruits. As any Grand Cru, it needs to age, so drink from 2017.",Wiebelsberg Grand Cru,93,54.0,Alsace,Alsace,,Pinot Gris,Domaine Gresser
6638,France,"While showing sweetness, this wine also manages to retain great freshness. It's delicious, with bright green plum fruitiness as well as weight and richness. It will be a great food wine, but wait until 2018.",Seppi Landmann Zinnkoepflé Grand Cru,93,78.0,Alsace,Alsace,,Pinot Gris,Domaine Rieflé-Landmann
6639,France,"This is a great example of the power that can come a Grand Cru vineyard. It's opulent and dense, but more than that it has intense energy and drive. Although the wine is marked as medium sweet, the spice and pepper give it a dry, tight, nervy edge. The wine is still young and will be best from 2017.",Goldert Grand Cru,93,48.0,Alsace,Alsace,,Gewürztraminer,Domaine Zinck
6640,France,"A high-altitude vineyard has produced this delicious, crisp and cool wine. While it has weight and rich fruit, it's the enticing acidity that sets this wine apart. There's a poise to this wine that gives style while not losing any depth of apple, pear and spice flavors. Drink from 2017.",Rotenberg Wintzenheim,93,60.0,Alsace,Alsace,,Pinot Gris,Domaine Zind-Humbrecht
6641,France,"This is rich, full of spicy fruit, apricot juice and white peaches. The fruits are topped by an unctuous honey character that pushes the wine towards sweetness while keeping a fresh flavor in the background. Drink from 2017.",Steinert Grand Cru,93,38.0,Alsace,Alsace,,Pinot Gris,Rieflé
6642,Germany,"In line with the cool vintage, lemon-lime acidity cuts a sharp edge through this polished, pristine spätlese. Sunny white peach and honey shine on the midpalate, lending subtle sweetness and warmth to the dancing finish.",Kiedrich Gräfenberg Spätlese,93,92.0,Rheingau,,,Riesling,Robert Weil
6643,Israel,"Dark violet-red in color, this is a blend of 40% Petite Sirah, 35% Petit Verdot and 25% Shiraz. A bouquet of cherry, violet and mesquite lay the groundwork for a winning mélange of savory fruit flavors—think cherry, strawberry, smoke, flint, jasmine and orange peel. Smooth tannins lead the way to an orange-rind finish, with a hint of smoke and a slight umami feeling on the palate.",Legend,93,40.0,Judean Hills,,,Red Blend,Shiloh Winery
6644,Italy,"Seductively rich and powerful but also refined, this opens with aromas of ripe berry, orange zest, exotic spice and leather. The firm, juicy palate delivers crunchy red cherry, crushed raspberry, anise, mineral and pipe tobacco alongside polished tannins. Drink 2016–2032.",Contrada G,93,57.0,Sicily & Sardinia,Terre Siciliane,,Nerello Mascalese,Passopisciaro
6645,US,"The winery's reserve-level bottling, this has the extra concentration to warrant the designation. Tart young berry/cherry fruit carries the brunt of the midpalate. The barrel treatment is delicately balanced, bringing in nuances of toast, coconut and almond. Very well made, and cellarworthy. Drink now through 2025.",Lorna Marie,93,70.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Patton Valley
6646,Portugal,"Juicy Alicante Bouschet shines in this smooth, rich wine. Dark tannins are cushioned by the ripe berry fruits and opulent texture. Wood-aging has given extra richness to this powerful and complex wine that needs time. Drink from 2017.",Rapariga da Quinta Reserva,93,26.0,Alentejano,,,Portuguese Red,Luis Duarte
6647,US,"This wine comes from a partnership between winemaker David Galzignato of Jada Winery in Paso Robles, and Mark McWilliams of Arista Winery in Healdsburg. A devotion to Sauvignon Blanc, it succeeds with this sophisticated expression of lemon chiffon and mandarin orange that's bright and complex. With two handfuls of Sémillon to the mix, it's medium in body and length, with just the slightest suggestion of caramel-vanilla oak.",Transitus,93,34.0,California,Rutherford,Napa,Sauvignon Blanc,Mark David
6648,Argentina,"The curtain rises to smooth, lightly balsamic aromas of blackberry, black cherry and cedar. On the tongue, this Malbec is plush, smooth, chewy and a touch creamy. Elevated berry, mocha and vanilla flavors are oaky but not overdone. The finish is pure, succinct and deep, with lasting black-fruit echoes. Drink through 2019.",Nazarenas Vineyard,93,40.0,Mendoza Province,Mendoza,,Malbec,Melipal
6649,Germany,"Keller's basic-label Riesling offers remarkable structural complexity juxtaposed with lavish fruit and flavor intensity. Dry in style, the wine is also ripe with yellow cherry and peach flavors. It's bracing with acidity and a mineral tension that's thrilling, yet not at all severe.",Trocken,93,,Rheinhessen,,,Riesling,Weingut Keller
6650,US,"An old-vine, estate bottling, this offers extra layers of scents and flavors. Red fruits pile upon juicy acids, supported by a layer of stone. Big black cherry fruit holds down the substantial center, with a streak of cola running through the finish. Let this breathe an hour or two for maximum enjoyment.",Winderlea Vineyard,93,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winderlea
6651,Spain,"Black in color and inky on the nose, this ultra-concentrated, superripe Tempranillo is smoky and toasty, with accents of graphite along with blackberry. An extracted, dense palate is braced by solid tannins and healthy acids. Blackberry, cassis and chocolate flavors conclude this rich, flashy wine. Drink 2016–2021.",Christina,93,90.0,Northern Spain,Ribera del Duero,,Tempranillo,Astrales
6652,Italy,"Spanish broom, dried lychee, aromatic Mediterranean herb and balsamic notes are just some of the aromas of this multifaceted wine. The linear palate shows compelling depth, delivering layers of mature yellow apple, Bartlett pear, thyme, salvia and energizing mineral alongside still-bright acidity. This wine could go on for another several years at least. Drink through 2021.",Pietramarina Bianco Superiore,93,75.0,Sicily & Sardinia,Etna,,Carricante,Benanti
6653,France,"This beautiful wine is already so balanced and ripe. Rich tropical and yellow fruits are lightly spiced and given a lift with the acidity. Along with that, it offers a more complex texture and mineral character. Drink from 2017.",Zotzenberg Grand Cru,93,42.0,Alsace,Alsace,,Pinot Gris,Boeckel
6654,US,"The winery sources this fruit from a vineyard near Hollister. It delivers aromas of bramble berry, espresso-dipped cherry and allspice. Cherry and chocolate power the palate, which also benefits from lifting mint, sagebrush and eucalyptus, finishing with chopped herbs.",Vista Verde Vineyard,93,58.0,California,San Benito County,Central Coast,Pinot Noir,Williams Selyem
6655,Germany,"Honeysuckle and orange blossom aromas are pristine on this dry, luxuriously textured Riesling. Ripe melon and stone fruit flavors drench the palate in lush waves, accented by cool tones of steel and acid. Enjoy now for its lavish perfume and fruit, but even more from 2020 for intense textural complexity.",Berncasteler Doctor GG,93,95.0,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
6656,Argentina,"Round, earthy blackberry aromas are dressed up in dry spice and oak. A fleshy, pure palate has bounce to its step, while oaky, toasty flavors of baked black fruits, cocoa and spice finish with just the right amount of cutting acidity and flavors of baking spices. Drink this Cabernet Franc-led blend through 2020.",Gran Enemigo,93,90.0,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,El Enemigo
6657,Germany,"There's a zesty, invigorating feel to this lime-kissed spätlese, calibrated by layers of sweet, juicy peach and pear that fill out the palate. It's effortlessly breezy yet nuanced, with hints of saffron, fennel and spice.",Grünlock Spätlese,93,55.0,Rheingau,,,Riesling,Schloss Johannisberger
6658,Germany,"Initially quiet apple and lemon notes intensify on the palate of this delicate auslese, showing riper, richer shades of sun-kissed peach and apricot. An electric edge of lime acidity shocks the midpalate, extending to a cool, mineral finish. It's a remarkably long, complex ride for the senses.",Brauneberger Juffer Auslese,93,46.0,Mosel,,,Rieslaner,Fritz Haag
6659,US,"There's something special about this Zin, given a handful of Petite Sirah for aromatic depth. It opens with supple, high-toned raspberry and cherry before delving into a layering of dusty, cinnamon spice. Juicy, alive and fresh, it delivers a cherry-vanilla finish.",Timber Crest Vineyard,93,32.0,California,Dry Creek Valley,Sonoma,Zinfandel,Kokomo
6660,US,"Fresh apple blossoms, lemon-lime soda and fragrant key lime pie aromas waft off of this bottling from the hillside vineyard that was one of the first in California to offer this grape. Similar key lime flavors show on the palate as does freshly squeezed pear juice, which offers a ripe, rounded character.",Rava Blackjack Vineyard,88,25.0,California,Monterey,Central Coast,Grüner Veltliner,Darcie Kent Vineyards
6661,France,"From vines that are at least 25 years old, this wine is rounded and soft. It has red fruit concentration, a lively wine that is also full in the mouth. It is a wine that could age a few more months and will be better from late 2016.",,88,20.0,France Other,Corse,,Rosé,Domaine Petroni
6662,Moldova,"This red blend is comprised of 50% Cabernet Sauvignon, 30% Merlot, 15% Saperavi and 5% Rara Neagra. It has aromas of black plum, saddle leather, black pepper and menthol. In the mouth there are flavors of sour cherry and dried plums with a velvety tannic finish.",Cuvée Rouge,88,24.0,Moldova,,,Red Blend,Et Cetera
6663,Australia,"This is a ripe, plump rosé that's highly “smashable,” as young Aussies would say. Mixed red berry fruit is underscored by a dash of lime on the finish. Drink now.",Breathing Space,88,,Australia Other,Australia,,Rosé,Evans & Tate
6664,US,"This wine may have potential in the years to come, but is still searching for its soul at this young age. Aromas of dried black cherries and strawberries meet with black tea, juniper and a touch of tar on the nose. The palate is framed in a foamy acidity, offering plum and squeezed blackberry fruit, but dominated with a very herbal character that's still integrating.",,88,65.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Alexander-Smith
6665,Slovenia,"This Slovenian Cabernet Sauvignon has aromas of bramble, pencil lead and red plum. It is soft on entry into the mouth with flavors of black plum, black raspberry and a soft, sweet tannic finish.",,88,27.0,Goriska Brda,,,Cabernet Sauvignon,Bagueri
6666,US,"This wine sources fruit from throughout Napa Valley, as well as 9% from Lake County and 1% from the Sierra Foothills, incorporating all five red Bordeaux varieties and a smidgen of Syrah. It's juicy in black currant, with a tension of acidity and a smooth, simple focus, aged in both French and American oak.",,88,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,Bell
6667,Greece,"A nose of fresh mint, pine and peach lead this distinctive retsina. On the palate, lemon and honey are balanced by a fresh acidity and crushed herbs. Stylish and worth savoring with or without the myriad dishes that will complement it.",Kechribari,88,11.0,Retsina,,,Roditis,Stelios Kechris
6668,Italy,"Aromas of Spanish broom, citrus blossom, ripe orchard fruit and oak slowly emerge on this. Oak carries over to the linear palate along with toast, yellow apple and nectarine zest. A bitter almond note closes the drying finish.",Calderara Sottana Bianco,88,36.0,Sicily & Sardinia,Etna,,Carricante,Tenuta delle Terre Nere
6669,Italy,"Aromas of hay, orchard fruit and a whiff of hazelnut lead the nose while the straightforward palate offers lime, chamomile and peach. A saline note closes the finish.",Erse Bianco,88,25.0,Sicily & Sardinia,Etna,,White Blend,Tenuta di Fessina
6670,US,"Flavors like wild berries blend with smoke and rosemary in this full-bodied, full-flavored and firmly tannic wine. It is big in texture and high in aromatic intensity. Made of 72% Grenache, 19% Syrah and 9% Mourvèdre.",L'Autre,88,30.0,California,Sierra Foothills,Sierra Foothills,Rhône-style Red Blend,Terre Rouge
6671,Chile,"Cool, crisp aromas of celery, bell pepper and sea brine introduce a citrusy palate with refreshing acidity. Tangerine, grapefruit and cactus flavors finish tangy, lemony and alert.",Aliwen Reserva,88,14.0,Chile,,,Sauvignon Blanc,Undurraga
6672,US,"Pommard and Wädenswil clones make up this cuvée. Chunky fruit flavors of sour plum and cherry are on display, with decent penetration and moderate length. Drink now through 2022.",Trouble,88,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,A Blooming Hill Vineyard
6673,France,"From vineyards close to Meursault, this brisk white wine is nicely touched by acidity and lemon flavors. A light layer of wood gives it a broader character. The crispness of this wine brings a bright, lively aftertaste.",Sécret de la Famille,88,23.0,Burgundy,Bourgogne,,Chardonnay,Albert Bichot
6674,US,"This effusive wine is so fruity and plush that it tastes almost sweet, as the strawberry and boysenberry jam flavors flood the tongue followed by black pepper in the wake. High in alcohol and ripeness, it would make a great pairing with chunks of Parmigiano-Reggiano.",Reserve Estate Bottled,88,25.0,California,El Dorado,Sierra Foothills,Zinfandel,Lava Cap
6675,US,"Bold flavors and plenty of creamy texture make this full-bodied wine seem big and mouth-filling. It offers nice lemon and butter aromas, ripe pear and spicy nutmeg flavors along with a smoky overtone that lasts from the aroma to the finish.",Reserve Estate Bottled,88,20.0,California,El Dorado,Sierra Foothills,Chardonnay,Lava Cap
6676,France,"The dainty bouquet of this Grenache-based rosé leads with aromas of white flower, red cherry and firm peach. There's a pleasant tartness to the palate, with flavors of red currant and rhubarb that finish bright and refreshing.",,88,12.0,Languedoc-Roussillon,Côtes Catalanes,,Rosé,Penya
6677,US,"This late release is an unusual blend of Syrah, Baco Noir, Tempranillo and Dolcetto. All are strengths of the AVA, though rarely blended together. The extra bottle age has smoothed the rough edges, yielding a pleasant-drinking wine with flavors of strawberry preserves, citrus peel, and a touch of malt powder.",Equinox,88,30.0,Oregon,Umpqua Valley,Southern Oregon,Red Blend,Melrose
6678,Germany,"Waxy lemon rind and blossom notes accent this off-dry Riesling full of ripe, almost preserved peach flavor. Briskly textured and fresh in acidity, it's an uncomplicated, drinkable wine. Enjoy now through 2019.",Arsvitis,88,15.0,Mosel,,,Riesling,Moselland
6679,Australia,"This is a plump, succulent Chardonnay for drinking by the end of 2016. The apple, citrus and pear notes are pretty simple, but clean, with a long, refreshing finish.",Promised Land Unwooded,88,13.0,South Australia,South Australia,,Chardonnay,Wakefield Estate
6680,US,"A fruity and rich-tasting wine, this has black plum and mild oak aromas, ripe cherry and slightly savory, beefy flavors along with a nice, velvety texture. It is dry, medium bodied and drinker friendly.",Estate Bottled,87,29.0,California,Mendocino Ridge,Mendocino/Lake Counties,Merlot,Greenwood Ridge
6681,US,"The flavors of this medium-bodied wine are hearty, with bell pepper, black pepper and green olive notes, and in this vein it's tasty and fairly concentrated. The balance is good, the palate sensation is nicely dry and the finish lingers a bit.",Hybrid,87,10.0,California,Lodi,Central Valley,Cabernet Sauvignon,Peltier
6682,Australia,"Because of a short vintage, this Clare Valley-based winery reached down into Padthaway for fruit. The result is a broad, slightly warm wine, marked by melon, peach and apricot flavors. Drink now.",,87,17.0,South Australia,South Australia,,Chardonnay,Wakefield Estate
6683,US,"Light daffodil aromas meet with lemon curd, wet slate and the slightest touch of green apple skins. The palate is very chalky and mineral-driven, showing a bit of sour apple as it sits longer on the tongue. The finish is nicely mouth-watering.",Liage,87,25.0,California,Monterey County,Central Coast,Sauvignon Blanc,Byington
6684,Spain,"Minerally white-fruit aromas are clean but generic. In every way, this is a modest but solid Verdejo with proper acidity and overall balance. Briny citrus is the key flavor, while the finish holds form and tastes citrusy and a touch salty.",,87,6.0,Northern Spain,Rueda,,Verdejo,4R4U
6685,US,"This very floral and herbally tinged bottling shows fresh crushed thyme, black peppercorns, lavender and woody blackberries on the nose. The palate shows some of the same, but descends into a very purple Concord grape flavor.",Alisos Vineyard,87,37.0,California,Santa Barbara County,Central Coast,Syrah,a-non-ah-mus
6686,Chile,"Stalky, herbal aromas of leather, olive, asphalt and berry fruits come in front of a clampy but fresh palate with hard tannins. Briny, herbal black-plum flavors fit the common profile for Carmenère, while this is slightly astringent on the finish.",Reserva,87,13.0,Apalta,,,Carmenère,Apaltagua
6687,Slovenia,"This Slovenian Chardonnay has aromas of orange, vanilla, toasted almonds and citrus blossom. The mouth delivers flavors of honeydew melon, pear and apple before a crisp acidic finish.",Hand Harvested Estate Bottled,87,7.0,Primorska,,,Chardonnay,Avia
6688,Spain,"Stalky black cherry and cedar aromas are persuasive enough, but this Crianza also comes with less impressive scents of wet dog and burnt black fruits. Big, tannic and rough on the palate, this tastes of earthy plum, black pepper and bitterness. A drawing, tannic finish brings additional burnt, roasted flavors.",Crianza,87,16.0,Northern Spain,Rioja,,Tempranillo,Ramirez de la Piscina
6689,US,"A soft shade of yellow pink, this wine shows red apple, nectarine and a shred of lime rind on the nose. The palate offers slightly sour lime and underripe raspberry flavors as well as a unique and intriguing touch of fresh herbs.",,87,15.0,California,Monterey County,Central Coast,Rosé,Chloe
6690,Austria,"Apart from a ripe blueberry scent, the nose of this Zwiegelt and Cabernet Sauvignon blend is shy. The palate presents juicy, cinnamon-tinged blackberry and black cherry fruit, with a lovely whisper of white pepper around the edges. A very successful wine for a very ripe vintage, it has the firm tannins of Cabernet to lend appetizing balance to all the juicy fruit.",Trie Rot,90,14.0,Burgenland,,,Red Blend,Gunter Triebaumer
6691,Austria,"This wine's nose barely hints at ripe apple and white pepper, but the palate sings with aromas and flavors: fresh lemon, ripe and juicy red apple and a slightly herbal, grassy touch. All of this appears on a delicate, light-bodied frame enlivened by zesty acidity. The finish is long, intriguing and dry.",,90,15.0,Burgenland,,,Furmint,Gunter Triebaumer
6692,Austria,"This wine's shy nose suggests fig leaf and citrus. Green-tinged herbal notes and faint lime fruit swish sinuously n the light-bodied palate. It's slender yet creamy, lithe and full of personality. The finish is dry and refreshing.",Per Due,90,15.0,Kremstal,,,Grüner Veltliner,Hermann Moser
