,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
8542,Chile,"Citrusy aromas include pithy notes and a metallic hint of tin. This is more chunky in feel than tight, with moderate snap and acidity. Flavors of citrus fruits and green herbs end with mild acidity.",La Joya Gran Reserva,87,15.0,Colchagua Valley,,,Michael Schachner,@wineschach,Viña Bisquertt 2016 La Joya Gran Reserva Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Viña Bisquertt
8543,US,"This 100% varietal wine offers a simplicity of blueberry, black licorice and chocolate wrapped in integrated tannin and oak. Full bodied and ripe, it softens in the glass to a rounded finish.",Estate,87,65.0,California,Rutherford,Napa,Virginie Boone,@vboone,William Harrison 2012 Estate Cabernet Franc (Rutherford),Cabernet Franc,William Harrison
8544,Chile,"This varietal Sauvignon Gris isn't as aromatic as the more pungent Sauvignon Blanc. In the mouth, this is medium in body, with good overall texture. Dry racy flavors of scallion and bitter melon are not exuberant but turn fruitier on the finish.",Isidora,87,15.0,Maule Valley,,,Michael Schachner,@wineschach,Cousiño-Macul 2015 Isidora Sauvignon Gris (Maule Valley),Sauvignon Gris,Cousiño-Macul
8545,Italy,Aromas of fragrant blue flower and wild berry waft out of the glass. The easygoing no-frills palate offers juicy wild cherry and a hint of baking spice alongside supple tannins. It's enjoyable but already accessible and extremely straightforward by Brunello standards. Drink through 2019.,,87,35.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Bonacchi 2011  Brunello di Montalcino,Sangiovese,Bonacchi
8546,Italy,"Woodland berry, blue flower, dried mint and a whiff of sunbaked soil take center stage on this easy-drinking red. The straightforward palate offers ripe red cherry and ground pepper alongside round, supple tannins.",Guadalmare,87,15.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Castellani 2015 Guadalmare  (Morellino di Scansano),Red Blend,Castellani
8547,France,The Chermette family has produced a rich generous cru wine. It is structured and dense with some firm tannins from maturing in wood. It also has a generous black plum and cherry fruits that are developing well. Drink this wine from late 2017.,Les Garants,93,27.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine du Vissoux 2015 Les Garants  (Fleurie),Gamay,Domaine du Vissoux
8548,Austria,"The merest touch of passion fruit enriches the ripe pear fruit apparent on the nose with a hint of the tropics. The palate is wonderfully zesty and the gorgeous grapefruit freshness harnesses all the ripe fruit into a driven force of joy. This is concentrated, juicy and utterly moreish.",Ehrenfels Reserve,93,44.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Proidl 2015 Ehrenfels Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Proidl
8549,US,"Dark gold in color, this appellation wine is tropical and salty, medium bodied with a strong taste of lemon preserves. Its fuller, richer nature is complemented by fresher streaks of grapefruit and mandarin, with a mineral component of wet stone.",,93,40.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Ram's Gate 2014 Chardonnay (Carneros),Chardonnay,Ram's Gate
8550,US,"Golden Delicious apple, stone fruit and honey star in this vineyard-designate, a showcase for baked apple seasoned in nutmeg. Gravelly texture supports full-bodied flavor and a strength of toasted oak lightly suggestive in vanilla.",Green Acres Hill Vineyard,93,64.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Ram's Gate 2014 Green Acres Hill Vineyard Chardonnay (Carneros),Chardonnay,Ram's Gate
8551,Austria,"A whiff of passion fruit on the nose immediately hints at ripeness. The palate fulfils that promise not only with generosity but counters it with gorgeous grapefruit freshness and a lovely zesty texture that makes this very appetizing. The flavors are zingy, clean, ripe and very, very long. It is the grapefruit spice that gets you in the end.",Lindberg Reserve,93,51.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Salomon-Undhof 2015 Lindberg Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Salomon-Undhof
8552,US,"Though this is their appellation blend, Mikey Giugni and Michael Brughelli don't hold back, offering elegant aromas of rose petals, purple flowers, rich pomegranate fruit, rusty strawberries and light vanilla on the nose. The palate begins with a light cranberry-raspberry flavor that deepens into tart mulberry before showing dried rose petals, uncrushed clove and a lava-rock minerality.",Seven Leagues,93,46.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Scar of the Sea 2014 Seven Leagues Pinot Noir (Santa Maria Valley),Pinot Noir,Scar of the Sea
8553,US,"Light, bright and citrusy, this lovely wine is integrated in terms of oak and ripeness, letting its crispness of lemon and tangerine speak loudest. A complex, structured wine, it becomes more interesting as it opens, allowing room for specks of stone and nutmeg to peek through.",Estate Grown,93,55.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Small Vines 2014 Estate Grown Chardonnay (Sonoma Coast),Chardonnay,Small Vines
8554,France,"Produced from old vines in the Côte du Py on the slopes of an extinct volcano, this cru wine is structured with generous black fruits and a series of ripe tannins and balanced acidity. It has the structure and density to age while also having a light touch of black cherry fruit. Drink from 2019.",Côte du Py Vieilles Vignes,93,24.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Stéphane Aviron 2015 Côte du Py Vieilles Vignes  (Morgon),Gamay,Stéphane Aviron
8555,Austria,"The nose merely reveals the slightest shimmer of ripe lemon zest. The palate comes in with beautifully spicy mirabelle flavors, tempered by tangy citrus. There is lovely citrus concentration that has a zesty textural element in the streamlined body. This is wonderfully bracing, ripe and refreshing. A total joy.",Silberbichl Reserve,93,42.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Stift Göttweig 2015 Silberbichl Reserve Riesling (Kremstal),Riesling,Stift Göttweig
8556,US,"Warm tones of marzipan, roasted almond, yellow peach, pineapple and a touch of coconut are reminiscent of a piña colada on the nose of this bottling from a vineyard just behind the coastal town of Cambria. Gala apples and poached pears show on the sip along with lemon curd, chalk and meringue flavors, all tightly woven into a fresh expression of the grape.",Estate,93,26.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Stolo 2014 Estate Chardonnay (San Luis Obispo County),Chardonnay,Stolo
8557,US,"Bright and ready-to-burst flavors of raspberry and just-ripe cranberry show on the nose of this bottling that also features tartness and graphite minerality alongside vanilla and baking spice. More of an underripe character shows on the forest-floor palate, where thyme and marjoram mix with tangy red fruit, pine needle and juniper.",Dijon Clones Selection,93,29.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Wolff 2013 Dijon Clones Selection Pinot Noir (Edna Valley),Pinot Noir,Wolff
8558,France,"Although he is based in the Terres Dorées (golden earth) region of southern Beaujolais, this producer has an enviable palate of vineyards in the crus to the north. This wine comes from one. It has structure, density and a a solid core of both tannins and rich fruit. Drink from 2018.",Terres Dorées Grille-Midi,93,32.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Jean-Paul Brun 2015 Terres Dorées Grille-Midi  (Fleurie),Gamay,Jean-Paul Brun
8559,Austria,"A very slight citrus lift, edged with ripe pineapple, on the nose announces a precise palate of lusciously ripe flavors: sun-ripened yellow mirabelle plums nestle alongside ripe oranges and clementimes. A straight, linear but ripe acidity at the very core keeps all of this fruit in check and provides direction and precision. Delicious and long.",Heiligenstein Reserve,93,34.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Jurtschitsch 2015 Heiligenstein Reserve Riesling (Kamptal),Riesling,Jurtschitsch
8560,US,"Deep aromas of hibiscus, rose buds, dark red berries and sugar plums are spiced up by cola, crushed pencils and lots of garrigue on this bottling. The palate is clean and crisp, with snappy raspberry, light cranberry and lots more chaparral-like herbs, including wild thyme, bay laurel, lavender and fennel pollen.",Stone Corral Vineyard,93,48.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Kynsi 2013 Stone Corral Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
8561,Austria,"Gorgeously lifted rich notes of orange zest fill the nose of this beautiful “orange” wine. Fermented on skins, it has all the elegance of white wine, combined with the tannic structure and backbone of red. Made from pink Pinot Gris grapes, this lends itself beautifully to this treatment and leaves us with an intriguing, concentrated, fresh and whistle-clean wine of great expression. Savor its salty orange-scented length.",Graupert Natural,93,29.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Meinklang 2015 Graupert Natural Pinot Gris (Burgenland),Pinot Gris,Meinklang
8562,US,"Plump tangerine, pink grapefruit and warmer tones of Gala apples show on the nose of this bottling from a vineyard that's slightly northwest of the Sta. Rita Hills appellation. Rounder nectarine and apple flavors show on the sip that fattens up in the midpalate with poached Asian pear and popcorn, deftly leveled throughout with a zesty lemon-wedge touch.",Duvarita Vineyard,93,28.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Parker 2014 Duvarita Vineyard Chardonnay (Santa Barbara County),Chardonnay,Parker
8563,US,"Decadent yet finessed, this intensely ripe, concentrated wine brims with fleshy flavors of black plum and cassis. Tart cranberry acidity and complexities of olive, savory spice and granite push the palate into greater depths. The finish is long, marked by fine firm tannins. It's lovely already, but should meld beautifully from 2020–2030 and further.",Assemblage,93,50.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Paumanok 2013 Assemblage Red (North Fork of Long Island),Bordeaux-style Red Blend,Paumanok
8564,Austria,"Rich notes of yeast on the nose promise a rounded wine, while on the palate they become even more pronounced and deliver a big hit of lasting umami flavors. Here and there white pepper pokes through with its freshness supported by leavening citrus notes. This is powerful stuff: Handle with care and pair with food that is both subtle and robust—just like the wine.",Bürsting,93,27.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Ebner-Ebenauer 2015 Bürsting Grüner Veltliner (Niederösterreich),Grüner Veltliner,Ebner-Ebenauer
8565,Italy,"Made entirely with organically farmed Sangiovese, this opens with aromas mature black-skinned fruit, French oak, exotic spice and a whiff of blue flower. The vibrant palate is both elegant and structured, delivering juicy black cherry, pomegranate, mocha, licorice and a potpourri of cooking spice. It's well balanced, with bright acidity and fine-grained tannins. It already dazzles, but hold for even more complexity. Drink 2018–2028.",Flaccianello della Pieve,93,120.0,Tuscany,Colli della Toscana Centrale,,Kerin O’Keefe,@kerinokeefe,Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale),Sangiovese,Fontodi
8566,US,"Violets, bacon fat and caramel sauce are drizzled across blueberry and olallieberry fruits on the nose of this bottling from Billy Wathen and Dick Dore. The palate is expertly integrated and deep with flavors of blackberry, pepper dust, tart black-plum skins, cocoa powder and roasted pork. It conveys classic Syrah flavors, done with grace.",Tinaquaic Vineyard,93,48.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2014 Tinaquaic Vineyard Syrah (Santa Maria Valley),Syrah,Foxen
8567,US,"Dark boysenberry, dried lilac and the slightest touch of tar show on the nose of this bottling, one of the first that Foxen has labeled with the new Los Olivos District appellation. Tart plum skins and elderberry show on the sip that is structured by solidly dry tannins accented by flavors of lavender and thyme.",Williamson-Dore Vineyard,93,46.0,California,Central Coast,,Matt Kettmann,@mattkettmann,Foxen 2014 Williamson-Dore Vineyard Syrah,Syrah,Foxen
8568,US,"This small-production, single-vineyard white hails from a site at the southern end of the appellation, close to Carneros. It shines in golden apple, honey graham cracker and a rich texture that impresses from start to finish. A floral element persists and intrigues, a mix of wildflower and fennel.",Ruhl Vineyard,93,38.0,California,Mount Veeder,Napa,Virginie Boone,@vboone,Grow Wines 2014 Ruhl Vineyard Chardonnay (Mount Veeder),Chardonnay,Grow Wines
8569,Italy,"Made with Cabernet Sauvignon, Merlot, Cabernet Franc and a drop of Petit Verdot, this polished linear red has aromas of black-skinned fruit, bell pepper, coconut and toasted oak. The vibrant, elegantly structured palate offers black currant, chopped herb, clove and licorice alongside fine-grained tannins.",,93,125.0,Tuscany,Bolgheri Superiore,,Kerin O’Keefe,@kerinokeefe,Guado al Tasso 2013  Bolgheri Superiore,Red Blend,Guado al Tasso
8570,Austria,"The nose just gives a gentle hint of ripe apricot. The palate, on the other hand, speaks freely of zesty citrus: ripe lemon and fresh Seville orange, full of tart zestiness and refreshing zing. This is slender and linear, taut but chock-full of fruit. There is drive and energy and total refreshment.",Gaisberg Reserve,93,65.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Hirsch 2015 Gaisberg Reserve Riesling (Kamptal),Riesling,Hirsch
8571,Austria,"There is something that makes me think about a summer forest: Is it the fresh moss, the fresh green foliage, the implied ease and freshness of light green foliage on a warm day? The palate stuns with white pepper and purity and combines fruit ripeness with ballerina-like poise. Wonderful texture. Prepare to be moved.",Pankraz Reserve,93,47.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Ingrid Groiss 2015 Pankraz Reserve Grüner Veltliner (Niederösterreich),Grüner Veltliner,Ingrid Groiss
8572,US,"Meant to showcase the producer's classic style, this is made from 74% Pinot Noir and 26% Chardonnay, the lots chosen for their fruit forwardness. Succulent peach speaks quietly around bright floral aromas, while a richer undertone of hazelnut biscotti comes into play on the smooth palate.",Classic Vintage Brut Estate Bottled,93,42.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2011 Classic Vintage Brut Estate Bottled Sparkling (Green Valley),Sparkling Blend,Iron Horse
8573,US,"This new project from the heights of Atlas Peak involves Steve Matthiasson as both viticulturist and winemaker, having had to take over the reins from the late Denis Malbec. It shines in bristling acidity, dusty tannin and a beautiful floral aroma of violet. Notes of chocolate, fig and cigar sit atop a pillowy, complex structure, while vanilla lingers on the finish.",Mountainside,93,60.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Acumen 2013 Mountainside Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Acumen
8574,US,"Great fruit concentration and depth give power to this full-bodied wine from Cakebread, better known for its Napa-grown Cabernet Sauvignon and Chardonnay. Not tricked up with too much oak, it tastes energized, deep and layered. Black cherry, rhubarb and cedar fan out across the palate, lingering a long time on the finish. Best from 2018.",Two Creeks Vineyards,93,42.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Cakebread 2014 Two Creeks Vineyards Pinot Noir (Anderson Valley),Pinot Noir,Cakebread
8575,Chile,"Dense, baked and mulled blackberry and cassis aromas include bold but classy oak notes. This feels seamless except for raring tough tannins, while flavors of toast, graphite and spiced blackberry finish smooth and chewy, with a sense of lushness despite lasting residual tannins. Drink through 2025.",20 Barrels,93,35.0,Maipo Valley,,,Michael Schachner,@wineschach,Cono Sur 2013 20 Barrels Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Cono Sur
8576,US,"This bottling of the classic Italian variety hits the right notes, with cherry, rose and tar on the nose, along with hints of sandalwood and incense. It's smooth on the palate, with dried cherry flavor and touches of chocolate, dried mint and caramel on the finish. It's still young and the firm tannins ensure a long life. Drink 2018–2029.",Estate,93,70.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Soulmate 2009 Estate Nebbiolo (Santa Cruz Mountains),Nebbiolo,Soulmate
8577,Italy,"There's a fun, spicy layer in the foreground of this wine that helps shape a modern, luscious and intense Chianti Classico with noticeable sophistication and dimension. It offers a lot of consistency and flavor and carries those elements forward over its long finish. Only 250 cases were made.",,89,,Tuscany,Chianti Classico,,,,Montecalvi 2006  Chianti Classico,Sangiovese,Montecalvi
8578,Chile,"There's a lot of good about this small-production blend. The nose and color are nice, with asphalt and charcoal mixing with black-fruit sweetness. The palate has a nice, healthy texture housing slightly herbal plum and berry flavors. Finishing notes of burnt toast, coconut and mint announce a serious barrel regimen. Drink now–2009.",Aliara,89,35.0,Central Valley,,,Michael Schachner,@wineschach,Odfjell 2005 Aliara Red (Central Valley),Red Blend,Odfjell
8579,Portugal,"Very dark in color, this is an impressive wine with power and dense tannins. The fruit is solid, packed with blackberry and dark plum flavors, and wild, almost savage, ripeness.",Reserva,89,25.0,Douro,,,Roger Voss,@vossroger,Calços do Tanha 2005 Reserva Red (Douro),Portuguese Red,Calços do Tanha
8580,Portugal,"Fresh, despite the dense tannin, this is a ripe, juicy wine, full of black currant flavors and vibrant acidity. Wood treatment shows more cassis just at the end to round the wine out.",Curva Reserva,89,24.0,Douro,,,Roger Voss,@vossroger,Cálem 2006 Curva Reserva Red (Douro),Portuguese Red,Cálem
8581,Portugal,"The minerality that seems to come from this quinta makes for a wine that needs time, and this wine is defiantly young. However, its chocolate flavors, bitter toast and dense structure all promise well.",Quinta do Coa,89,26.0,Douro,,,Roger Voss,@vossroger,CARM 2006 Quinta do Coa Red (Douro),Portuguese Red,CARM
8582,Italy,"This Riserva takes on an elegant, harmonious personality and boasts delicate notes of berry fruit and vanilla in the background. It's not particularly thick or extracted, nor is it meant to be. Instead, it is elegant and easy on the senses and offers tight, chewy tannins.",Riserva,89,,Tuscany,Chianti Classico,,,,Castello d'Albola 2004 Riserva  (Chianti Classico),Sangiovese,Castello d'Albola
8583,France,"Rounded, and rich, this is touched with spicy wood and has plenty of black berry fruits. A solid structure, some fruit tannin and plenty of red-plum-skin edge finishes ripe.",Cuvée Prestige,89,,Beaujolais,Juliénas,,Roger Voss,@vossroger,Domaine du Clos du Fief 2006 Cuvée Prestige  (Juliénas),Gamay,Domaine du Clos du Fief
8584,US,"Very tight now, with minerally, yeasty flavors of lees and unintegrated smoky new oak. High acidity adds to the impression of austerity. Difficult to appreciate in its infancy, but this elegant, layered, complex Chard should begin to blossom after 2008 and hold for several years.",Lucia Highlands Vineyard Estate,89,26.0,California,Santa Lucia Highlands,Central Coast,,,Pessagno 2006 Lucia Highlands Vineyard Estate Chardonnay (Santa Lucia Highlands),Chardonnay,Pessagno
8585,Australia,"This doesn't have the sheer breadth of many Australian Viogniers, but it offers more structure and length on the palate. Vibrant lemon-lime and pineapple aromas set the stage for flavors of tropical fruit and lemon custard. There's a slightly creamy texture and a lingering finish. Imported by Tom Eddy Wines.",Estate Grown,89,30.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,The Lane 2006 Estate Grown Viognier (Adelaide Hills),Viognier,The Lane
8586,New Zealand,"A great value in Marlborough Sauvignon Blanc, Hunter's 2007 marries ripe nectarine aromas and flavors with just enough acidity and a touch of grassiness to retain focus and varietal character. The lack of overt herbal notes makes it easy to pair with food, or drink on its own.",,89,13.0,Marlborough,,,Joe Czerwinski,@JoeCz,Hunter's 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Hunter's
8587,Italy,"Dark amber in color, this sophisticated vin santo offers aromas of resin, pine nut, caramel candy, molasses, chestnuts, honey and dried apricots. It has some spicy tones in the mouth, buffered around its sweet core, and long nutty flavors on the finish.",,89,28.0,Tuscany,Vin Santo del Chianti Rufina,,,,I Veroni 1999  Vin Santo del Chianti Rufina,Malvasia Bianca,I Veroni
8588,Australia,"Nearly a Best Buy, this Riesling offers early drinkability relative to many of its Clare cousins. Mixed citrus and crushed-stone aromas mark the nose, while the medium-bodied palate finishes long, with what seems to be a touch of sweetness. Drink now–2010.",Destinations,89,15.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Long Flat 2006 Destinations Riesling (Clare Valley),Riesling,Long Flat
8589,Chile,"Dark cola, black fruit and marzipan aromas give this a sweet bouquet. The palate is solid, with medium-strength tannins supporting cherry, blackberry and mocha flavors. Oak is no stranger to this wine, so expect ample vanilla and chocolate throughout. A bit herbal, which is common for Chilean Cabernet.",Orzada,89,20.0,Colchagua Valley,,,Michael Schachner,@wineschach,Odfjell 2005 Orzada Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Odfjell
8590,Australia,"On the side, with a hint of warmth on the finish, this is nevertheless a very good wine. The aromas are powerfully mineral, accented by bold lime notes, while the flavors are intense and concentrated. Drink now.",,89,17.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Wakefield 2006 Riesling (Clare Valley),Riesling,Wakefield
8591,US,"This is a very good wine, albeit with some coarseness to the tannins at this time. It's also a little earthy and mushroomy. But there's a solid core of black cherry, red currant, mocha and tangerine zest flavors. The vineyard is near Sanford & Benedict, whose Pinots require time to come around. This young wine should do interesting things.",La Encantada Vineyard,89,49.0,California,Sta. Rita Hills,Central Coast,,,Alma Rosa 2006 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
8592,South Africa,"A layered nose with aromas of grapefruit, lemon and flowers is the start of this poised and pretty white. Crisp acidity, great balance and fresh, approachable fruit come together to offer an elegant, reliable sip. Pair with spicy foods, grilled fish or salads.",The Steppe Buzzard,89,15.0,Coastal Region,,,Susan Kostrzewa,@suskostrzewa,Bellingham 2007 The Steppe Buzzard Sauvignon Blanc (Coastal Region),Sauvignon Blanc,Bellingham
8593,Italy,"Asian spice and vanilla are the most immediate aromas but just past them are plum, prune and fresh blackberry. The wine has grit and sophistication and a smooth, velvety feel in the mouth that helps elevate the overall experience.",Riserva La Prima,89,,Tuscany,Chianti Classico,,,,Castello Vicchiomaggio 2004 Riserva La Prima  (Chianti Classico),Sangiovese,Castello Vicchiomaggio
8594,France,"Made from old vines and aged in wood, this is a rich, dense, now mature wine. The bright red fruit is softened by the wood, rounded out, then balanced with tannins.",Cuvée Prestige,89,,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Domaine Cheysson 2005 Cuvée Prestige  (Chiroubles),Gamay,Domaine Cheysson
8595,US,"Very dry and elegantly silky, this Pinot, from one of the best vineyards in the valley, brims with cherry, red currant, cola, licorice and peppery spice flavors. Seems at its best now and in the short term.",Ferrington Vineyard,89,52.0,California,Anderson Valley,,,,MacPhail 2006 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,MacPhail
8596,Australia,"From a reliable Clare Valley producer, Pikes 2006 Dry Riesling appears to be an ageworthy effort, boasting plenty of crisp intensity. Lime, grapefruit and green apple notes are classic Riesling markers, ending long and mouthwatering. Drink now–2016, possibly beyond. Imported by USA Wine West.",Dry,89,25.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Pikes 2006 Dry Riesling (Clare Valley),Riesling,Pikes
8597,South Africa,"A soft, elegant nose evokes darker berries and spice on this subtle Pinotage. On the palate, pronounced spice and smoke is softened by luscious fruit and smooth tannins. A very pretty wine and an accessible version of a tough variety.",Phanto Ridge Limited Release,89,18.0,Robertson,,,Susan Kostrzewa,@suskostrzewa,Robertson Winery 2006 Phanto Ridge Limited Release Pinotage (Robertson),Pinotage,Robertson Winery
8598,US,"The dryness and minerality of this wine, combined with its clean, brisk elegance, make it a very nice partner for shellfish. The flavors are lemons, limes, and ripe, crisp white peaches.",,89,15.0,California,Sonoma County,Sonoma,,,St. Francis 2006 Chardonnay (Sonoma County),Chardonnay,St. Francis
8599,Italy,"There's a subtle candy-like element to this wine's pretty nose that recalls vanilla and cherries sprinkled with dried flowers and green herbs. The wine has a lean, compact feel in the mouth and refreshes the palate thanks to its blueberry flavors and crisp close.",Riserva,89,,Tuscany,Chianti Classico,,,,Tenuta di Lilliano 2005 Riserva  (Chianti Classico),Sangiovese,Tenuta di Lilliano
8600,Italy,"Almond, toast, vanilla bean and other oak-related aromas drive the nose of this vibrant Riserva from one of the most beautiful estates in Radda-in-Chianti. The wine has good harmony in the mouth where the natural fruit shines through and is powered by the wine's smooth structure and polished tannins.",Riserva Croce,89,,Tuscany,Chianti Classico,,,,Terrabianca 2005 Riserva Croce  (Chianti Classico),Sangiovese,Terrabianca
8601,New Zealand,"This is a big, broad-shouldered Sauvignon Blanc, slightly oily in texture, with pungent scents of crushed tomato leaf and plenty of gooseberry fruit. The high alcohol, moderate acidity and richly concentrated fruit give the impression of sweetness on the long finish.",Reserve,89,30.0,Wairau Valley,,,Joe Czerwinski,@JoeCz,Villa Maria 2007 Reserve Sauvignon Blanc (Wairau Valley),Sauvignon Blanc,Villa Maria
8602,South Africa,"Backsberg's wines have style, and this Chenin is another in a line of successes. An assertive nose of pear, apple, honey and flowers leads a wine offering lovely citrus and floral flavors, cut slightly with a dancing acidity. The wine has dimension but a fresh edge.",,88,13.0,Western Cape,,,Susan Kostrzewa,@suskostrzewa,Backsberg 2007 Chenin Blanc (Western Cape),Chenin Blanc,Backsberg
8603,Chile,"More oak and color than the regular Calina Merlot, but that means more coconut, resin and char as well. Black raspberry and currant-like flavors are plump and medium-long, while the finish has some tannic grab and girth along with woody touches like vanilla and spice. With 20% Cabernet Sauvignon.",Alcance,88,15.0,Maule Valley,,,Michael Schachner,@wineschach,Calina 2006 Alcance Merlot (Maule Valley),Merlot,Calina
8604,France,"Good structured fruit, with ripe sweet cherry flavors, appears alongside hints of raspberries. Fresh, but with some weight and solidity.",Vieilles Vignes,88,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château du Châtelard 2007 Vieilles Vignes  (Beaujolais-Villages),Gamay,Château du Châtelard
8605,Portugal,"Gently wood aged, the wine is rich in tannins and with generous red fruits. It is ripe with pepper as well as red-fruit flavors. It will be ready to drink from 2018.",,86,10.0,Dão,,,Roger Voss,@vossroger,Opta 2016 Red (Dão),Portuguese Red,Opta
8606,Portugal,"This is a soft wine with open fruits and gentle tannins. A blend of local varieties along with Syrah, the wine is smoothly textured, generous and ready to drink.",Terra Brava,86,15.0,Alentejano,,,Roger Voss,@vossroger,Perescuma 2016 Terra Brava Red (Alentejano),Portuguese Red,Perescuma
8607,Portugal,"This new range of wines from Lagoalva features typical Portuguese tiles (azulejos) on the label. Inside the bottle, this wine is fruity with soft tannins, spice and red-berry flavors. It has a juicy aftertaste that blends with the fruitiness. Drink now.",Lagoalva Vinho Tinto,86,15.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lagoalva de Cima 2015 Lagoalva Vinho Tinto Red (Tejo),Portuguese Red,Quinta da Lagoalva de Cima
8608,Italy,"Aromas suggesting nail polish remover, stewed plum, cellar floor and oak lead the nose. The evolved palate reflects the scorching vintage, offering raisin, powdered sage and balsamic notes alongside bracing grainy tannins and the heat of evident alcohol. Drink sooner rather than later.",,86,,Central Italy,Montefalco Sagrantino,,Kerin O’Keefe,@kerinokeefe,Signae 2011  Montefalco Sagrantino,Sagrantino,Signae
8609,US,"This is a full-bodied big-shouldered wine blended with Malbec and Syrah, that's inky and dark. Grippy tenacious oak surrounds a mouthful of black olive, black plum and tobacco.",,86,45.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Thorn 2014 Merlot (Napa Valley),Merlot,Thorn
8610,Chile,"Cherry and black olive aromas are common for standard Chilean Cabernet, which this is. A fleshy, flush mouthfeel is raw due to prodding acidity and tannins. Herbal berry flavors are spicy and a touch green, while this tastes minty on the finish.",Vitral Reserva,86,13.0,Chile,,,Michael Schachner,@wineschach,Viña Maipo 2015 Vitral Reserva Cabernet Sauvignon (Chile),Cabernet Sauvignon,Viña Maipo
8611,Portugal,"This youthful crisp blend of Chardonnay and Fernão Pires comes from the Lisboa region. With a light texture, plenty of acidity and a fruity aftertaste, it is a great apéritif style.",Bruto,86,18.0,Lisboa,,,Roger Voss,@vossroger,Adega Mãe 2015 Bruto Sparkling (Lisboa),Sparkling Blend,Adega Mãe
8612,US,"This is a simple, acid-driven white that's light and bright with a restrained sense of ripeness. Tight-grained oak is wrapped around a buttery middle.",,86,36.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Auburn 2016 Chardonnay (Napa Valley),Chardonnay,Auburn
8613,Chile,"Tarry berry aromas come with notes of olive, rubber and eucalyptus. A tight, racy palate is driven by acidity, while this tastes of herbal plum and lightly salted tomato sauce. Woody, herbal berry flavors are spicy and a bit green.",Reserva,86,11.0,Maule Valley,,,Michael Schachner,@wineschach,Balduzzi 2015 Reserva Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,Balduzzi
8614,US,"This wine opens with a perfumed nose of lavender and geranium. Wafts of blueberry, raspberry and red plum abound and carry through to the palate, which is also quite floral. Nicely balanced, easy to enjoy, the finish is smooth and flavorful but doesn't last long.",B,86,28.0,Virginia,Virginia,,Carrie Dykes,,Bogati 2016 B Malbec (Virginia),Malbec,Bogati
